Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Ambos sexos;18 Ceuta;De 25 a 54 años;2021;55,20
Ambos sexos;18 Ceuta;55 y más años;2023;33,81
Ambos sexos;18 Ceuta;55 y más años;2022;36,71
Ambos sexos;18 Ceuta;55 y más años;2021;35,47
Ambos sexos;19 Melilla;Total;2023;43,85
Ambos sexos;19 Melilla;Total;2022;48,27
Ambos sexos;19 Melilla;Total;2021;50,76
Ambos sexos;19 Melilla;Menores de 25 años;2023;21,25
Ambos sexos;19 Melilla;Menores de 25 años;2022;17,48
Ambos sexos;19 Melilla;Menores de 25 años;2021;16,51
Ambos sexos;19 Melilla;25 y más años;2023;48,49
Ambos sexos;19 Melilla;25 y más años;2022;54,15
Ambos sexos;19 Melilla;25 y más años;2021;57,09
Ambos sexos;19 Melilla;De 16 a 19 años;2023;2,37
Ambos sexos;19 Melilla;De 16 a 19 años;2022;..
Ambos sexos;19 Melilla;De 16 a 19 años;2021;1,19
Ambos sexos;19 Melilla;De 20 a 24 años;2023;30,27
Ambos sexos;19 Melilla;De 20 a 24 años;2022;30,00
Ambos sexos;19 Melilla;De 20 a 24 años;2021;30,57
Ambos sexos;19 Melilla;De 25 a 54 años;2023;62,75
Ambos sexos;19 Melilla;De 25 a 54 años;2022;65,95
Ambos sexos;19 Melilla;De 25 a 54 años;2021;67,90
Ambos sexos;19 Melilla;55 y más años;2023;27,53
Ambos sexos;19 Melilla;55 y más años;2022;33,27
Ambos sexos;19 Melilla;55 y más años;2021;33,33
Hombres;Total Nacional;Total;2023;57,05
Hombres;Total Nacional;Total;2022;56,56
Hombres;Total Nacional;Total;2021;55,27
Hombres;Total Nacional;Menores de 25 años;2023;28,06
Hombres;Total Nacional;Menores de 25 años;2022;27,46
Hombres;Total Nacional;Menores de 25 años;2021;24,40
Hombres;Total Nacional;25 y más años;2023;61,01
Hombres;Total Nacional;25 y más años;2022;60,44
Hombres;Total Nacional;25 y más años;2021;59,30
Hombres;Total Nacional;De 16 a 19 años;2023;8,99
Hombres;Total Nacional;De 16 a 19 años;2022;8,53
Hombres;Total Nacional;De 16 a 19 años;2021;7,17
Hombres;Total Nacional;De 20 a 24 años;2023;43,54
Hombres;Total Nacional;De 20 a 24 años;2022;42,98
Hombres;Total Nacional;De 20 a 24 años;2021;38,49
Hombres;Total Nacional;De 25 a 54 años;2023;83,37
Hombres;Total Nacional;De 25 a 54 años;2022;82,55
Hombres;Total Nacional;De 25 a 54 años;2021;80,69
Hombres;Total Nacional;55 y más años;2023;31,67
Hombres;Total Nacional;55 y más años;2022;30,88
Hombres;Total Nacional;55 y más años;2021;29,85
Hombres;01 Andalucía;Total;2023;52,97
Hombres;01 Andalucía;Total;2022;52,52
Hombres;01 Andalucía;Total;2021;51,71
Hombres;01 Andalucía;Menores de 25 años;2023;21,85
Hombres;01 Andalucía;Menores de 25 años;2022;23,24
Hombres;01 Andalucía;Menores de 25 años;2021;20,80
Hombres;01 Andalucía;25 y más años;2023;57,47
Hombres;01 Andalucía;25 y más años;2022;56,72
Hombres;01 Andalucía;25 y más años;2021;56,03
Hombres;01 Andalucía;De 16 a 19 años;2023;6,85
Hombres;01 Andalucía;De 16 a 19 años;2022;6,80
Hombres;01 Andalucía;De 16 a 19 años;2021;5,85
Hombres;01 Andalucía;De 20 a 24 años;2023;34,28
Hombres;01 Andalucía;De 20 a 24 años;2022;37,01
Hombres;01 Andalucía;De 20 a 24 años;2021;32,93
Hombres;01 Andalucía;De 25 a 54 años;2023;78,34
Hombres;01 Andalucía;De 25 a 54 años;2022;76,63
Hombres;01 Andalucía;De 25 a 54 años;2021;75,10
Hombres;01 Andalucía;55 y más años;2023;28,74
Hombres;01 Andalucía;55 y más años;2022;28,53
Hombres;01 Andalucía;55 y más años;2021;28,11
Hombres;02 Aragón;Total;2023;59,14
Hombres;02 Aragón;Total;2022;58,75
Hombres;02 Aragón;Total;2021;57,99
Hombres;02 Aragón;Menores de 25 años;2023;32,61
Hombres;02 Aragón;Menores de 25 años;2022;33,45
Hombres;02 Aragón;Menores de 25 años;2021;32,02
Hombres;02 Aragón;25 y más años;2023;62,58
Hombres;02 Aragón;25 y más años;2022;61,99
Hombres;02 Aragón;25 y más años;2021;61,20
Hombres;02 Aragón;De 16 a 19 años;2023;9,04
Hombres;02 Aragón;De 16 a 19 años;2022;16,23
Hombres;02 Aragón;De 16 a 19 años;2021;12,71
Hombres;02 Aragón;De 20 a 24 años;2023;51,87
Hombres;02 Aragón;De 20 a 24 años;2022;48,09
Hombres;02 Aragón;De 20 a 24 años;2021;48,08
Hombres;02 Aragón;De 25 a 54 años;2023;88,38
Hombres;02 Aragón;De 25 a 54 años;2022;88,16
Hombres;02 Aragón;De 25 a 54 años;2021;86,55
Hombres;02 Aragón;55 y más años;2023;32,15
Hombres;02 Aragón;55 y más años;2022;30,72
Hombres;02 Aragón;55 y más años;2021;29,86
Hombres;03 Asturias, Principado de;Total;2023;47,96
Hombres;03 Asturias, Principado de;Total;2022;48,27
Hombres;03 Asturias, Principado de;Total;2021;49,05
Hombres;03 Asturias, Principado de;Menores de 25 años;2023;20,49
Hombres;03 Asturias, Principado de;Menores de 25 años;2022;17,02
Hombres;03 Asturias, Principado de;Menores de 25 años;2021;21,39
Hombres;03 Asturias, Principado de;25 y más años;2023;50,77
Hombres;03 Asturias, Principado de;25 y más años;2022;51,29
Hombres;03 Asturias, Principado de;25 y más años;2021;51,59
Hombres;03 Asturias, Principado de;De 16 a 19 años;2023;2,33
Hombres;03 Asturias, Principado de;De 16 a 19 años;2022;1,10
Hombres;03 Asturias, Principado de;De 16 a 19 años;2021;4,21
Hombres;03 Asturias, Principado de;De 20 a 24 años;2023;36,41
Hombres;03 Asturias, Principado de;De 20 a 24 años;2022;29,98
Hombres;03 Asturias, Principado de;De 20 a 24 años;2021;34,44
Hombres;03 Asturias, Principado de;De 25 a 54 años;2023;78,12
Hombres;03 Asturias, Principado de;De 25 a 54 años;2022;78,74
Hombres;03 Asturias, Principado de;De 25 a 54 años;2021;78,94
Hombres;03 Asturias, Principado de;55 y más años;2023;24,00
Hombres;03 Asturias, Principado de;55 y más años;2022;23,86
Hombres;03 Asturias, Principado de;55 y más años;2021;23,39
Hombres;04 Balears, Illes;Total;2023;61,10
Hombres;04 Balears, Illes;Total;2022;62,14
Hombres;04 Balears, Illes;Total;2021;58,28
Hombres;04 Balears, Illes;Menores de 25 años;2023;33,17
Hombres;04 Balears, Illes;Menores de 25 años;2022;33,00
Hombres;04 Balears, Illes;Menores de 25 años;2021;25,58
Hombres;04 Balears, Illes;25 y más años;2023;64,88
Hombres;04 Balears, Illes;25 y más años;2022;65,86
Hombres;04 Balears, Illes;25 y más años;2021;62,45
Hombres;04 Balears, Illes;De 16 a 19 años;2023;15,72
Hombres;04 Balears, Illes;De 16 a 19 años;2022;10,94
Hombres;04 Balears, Illes;De 16 a 19 años;2021;10,54
Hombres;04 Balears, Illes;De 20 a 24 años;2023;47,48
Hombres;04 Balears, Illes;De 20 a 24 años;2022;50,17
Hombres;04 Balears, Illes;De 20 a 24 años;2021;37,81
Hombres;04 Balears, Illes;De 25 a 54 años;2023;82,35
Hombres;04 Balears, Illes;De 25 a 54 años;2022;82,90
Hombres;04 Balears, Illes;De 25 a 54 años;2021;78,16
Hombres;04 Balears, Illes;55 y más años;2023;35,89
Hombres;04 Balears, Illes;55 y más años;2022;37,30
Hombres;04 Balears, Illes;55 y más años;2021;35,32
Hombres;05 Canarias;Total;2023;55,34
Hombres;05 Canarias;Total;2022;53,22
Hombres;05 Canarias;Total;2021;47,72
Hombres;05 Canarias;Menores de 25 años;2023;26,48
Hombres;05 Canarias;Menores de 25 años;2022;19,64
Hombres;05 Canarias;Menores de 25 años;2021;13,15
Hombres;05 Canarias;25 y más años;2023;59,08
Hombres;05 Canarias;25 y más años;2022;57,46
Hombres;05 Canarias;25 y más años;2021;52,16
Hombres;05 Canarias;De 16 a 19 años;2023;11,10
Hombres;05 Canarias;De 16 a 19 años;2022;5,73
Hombres;05 Canarias;De 16 a 19 años;2021;3,91
Hombres;05 Canarias;De 20 a 24 años;2023;38,02
Hombres;05 Canarias;De 20 a 24 años;2022;29,96
Hombres;05 Canarias;De 20 a 24 años;2021;20,55
Hombres;05 Canarias;De 25 a 54 años;2023;78,30
Hombres;05 Canarias;De 25 a 54 años;2022;76,13
Hombres;05 Canarias;De 25 a 54 años;2021;69,47
Hombres;05 Canarias;55 y más años;2023;31,49
Hombres;05 Canarias;55 y más años;2022;29,78
Hombres;05 Canarias;55 y más años;2021;25,37
Hombres;06 Cantabria;Total;2023;55,75
Hombres;06 Cantabria;Total;2022;55,56
Hombres;06 Cantabria;Total;2021;54,57
Hombres;06 Cantabria;Menores de 25 años;2023;22,49
Hombres;06 Cantabria;Menores de 25 años;2022;21,67
Hombres;06 Cantabria;Menores de 25 años;2021;18,30
Hombres;06 Cantabria;25 y más años;2023;59,68
Hombres;06 Cantabria;25 y más años;2022;59,47
Hombres;06 Cantabria;25 y más años;2021;58,70
Hombres;06 Cantabria;De 16 a 19 años;2023;7,41
Hombres;06 Cantabria;De 16 a 19 años;2022;4,24
Hombres;06 Cantabria;De 16 a 19 años;2021;3,67
Hombres;06 Cantabria;De 20 a 24 años;2023;34,91
Hombres;06 Cantabria;De 20 a 24 años;2022;36,52
Hombres;06 Cantabria;De 20 a 24 años;2021;31,09
Hombres;06 Cantabria;De 25 a 54 años;2023;85,42
Hombres;06 Cantabria;De 25 a 54 años;2022;84,89
Hombres;06 Cantabria;De 25 a 54 años;2021;82,57
Hombres;06 Cantabria;55 y más años;2023;30,88
Hombres;06 Cantabria;55 y más años;2022;30,21
Hombres;06 Cantabria;55 y más años;2021;30,38
Hombres;07 Castilla y León;Total;2023;54,95
Hombres;07 Castilla y León;Total;2022;54,46
Hombres;07 Castilla y León;Total;2021;53,90
Hombres;07 Castilla y León;Menores de 25 años;2023;25,03
Hombres;07 Castilla y León;Menores de 25 años;2022;25,76
Hombres;07 Castilla y León;Menores de 25 años;2021;23,73
Hombres;07 Castilla y León;25 y más años;2023;58,21
Hombres;07 Castilla y León;25 y más años;2022;57,56
Hombres;07 Castilla y León;25 y más años;2021;57,14
Hombres;07 Castilla y León;De 16 a 19 años;2023;7,69
Hombres;07 Castilla y León;De 16 a 19 años;2022;7,93
Hombres;07 Castilla y León;De 16 a 19 años;2021;5,75
Hombres;07 Castilla y León;De 20 a 24 años;2023;38,73
Hombres;07 Castilla y León;De 20 a 24 años;2022;40,18
Hombres;07 Castilla y León;De 20 a 24 años;2021;38,56
Hombres;07 Castilla y León;De 25 a 54 años;2023;87,10
Hombres;07 Castilla y León;De 25 a 54 años;2022;84,95
Hombres;07 Castilla y León;De 25 a 54 años;2021;83,40
Hombres;07 Castilla y León;55 y más años;2023;30,30
Hombres;07 Castilla y León;55 y más años;2022;30,51
Hombres;07 Castilla y León;55 y más años;2021;30,47
Hombres;08 Castilla - La Mancha;Total;2023;58,81
Hombres;08 Castilla - La Mancha;Total;2022;59,11
Hombres;08 Castilla - La Mancha;Total;2021;58,27
Hombres;08 Castilla - La Mancha;Menores de 25 años;2023;29,05
Hombres;08 Castilla - La Mancha;Menores de 25 años;2022;30,27
Hombres;08 Castilla - La Mancha;Menores de 25 años;2021;27,61
Hombres;08 Castilla - La Mancha;25 y más años;2023;62,83
Hombres;08 Castilla - La Mancha;25 y más años;2022;63,03
Hombres;08 Castilla - La Mancha;25 y más años;2021;62,37
Hombres;08 Castilla - La Mancha;De 16 a 19 años;2023;8,75
Hombres;08 Castilla - La Mancha;De 16 a 19 años;2022;8,90
Hombres;08 Castilla - La Mancha;De 16 a 19 años;2021;9,36
Hombres;08 Castilla - La Mancha;De 20 a 24 años;2023;44,47
Hombres;08 Castilla - La Mancha;De 20 a 24 años;2022;47,20
Hombres;08 Castilla - La Mancha;De 20 a 24 años;2021;41,90
Hombres;08 Castilla - La Mancha;De 25 a 54 años;2023;84,85
Hombres;08 Castilla - La Mancha;De 25 a 54 años;2022;84,71
Hombres;08 Castilla - La Mancha;De 25 a 54 años;2021;84,00
Hombres;08 Castilla - La Mancha;55 y más años;2023;33,52
Hombres;08 Castilla - La Mancha;55 y más años;2022;33,45
Hombres;08 Castilla - La Mancha;55 y más años;2021;31,95
Hombres;09 Cataluña;Total;2023;60,15
Hombres;09 Cataluña;Total;2022;59,43
Hombres;09 Cataluña;Total;2021;58,72
Hombres;09 Cataluña;Menores de 25 años;2023;36,64
Hombres;09 Cataluña;Menores de 25 años;2022;35,66
Hombres;09 Cataluña;Menores de 25 años;2021;30,48
Hombres;09 Cataluña;25 y más años;2023;63,63
Hombres;09 Cataluña;25 y más años;2022;62,84
Hombres;09 Cataluña;25 y más años;2021;62,65
Hombres;09 Cataluña;De 16 a 19 años;2023;15,63
Hombres;09 Cataluña;De 16 a 19 años;2022;13,60
Hombres;09 Cataluña;De 16 a 19 años;2021;9,64
Hombres;09 Cataluña;De 20 a 24 años;2023;53,72
Hombres;09 Cataluña;De 20 a 24 años;2022;53,91
Hombres;09 Cataluña;De 20 a 24 años;2021;47,54
Hombres;09 Cataluña;De 25 a 54 años;2023;85,42
Hombres;09 Cataluña;De 25 a 54 años;2022;85,31
Hombres;09 Cataluña;De 25 a 54 años;2021;84,22
Hombres;09 Cataluña;55 y más años;2023;33,25
Hombres;09 Cataluña;55 y más años;2022;31,16
Hombres;09 Cataluña;55 y más años;2021;31,39
Hombres;10 Comunitat Valenciana;Total;2023;57,39
Hombres;10 Comunitat Valenciana;Total;2022;56,81
Hombres;10 Comunitat Valenciana;Total;2021;54,27
Hombres;10 Comunitat Valenciana;Menores de 25 años;2023;30,14
Hombres;10 Comunitat Valenciana;Menores de 25 años;2022;27,96
Hombres;10 Comunitat Valenciana;Menores de 25 años;2021;24,06
Hombres;10 Comunitat Valenciana;25 y más años;2023;61,12
Hombres;10 Comunitat Valenciana;25 y más años;2022;60,64
Hombres;10 Comunitat Valenciana;25 y más años;2021;58,24
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2023;8,37
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2022;8,88
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2021;8,63
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2023;48,17
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2022;43,70
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2021;37,12
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2023;83,43
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2022;83,21
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2021;79,76
Hombres;10 Comunitat Valenciana;55 y más años;2023;32,11
Hombres;10 Comunitat Valenciana;55 y más años;2022;30,89
Hombres;10 Comunitat Valenciana;55 y más años;2021;29,09
Hombres;11 Extremadura;Total;2023;53,28
Hombres;11 Extremadura;Total;2022;52,96
Hombres;11 Extremadura;Total;2021;52,02
Hombres;11 Extremadura;Menores de 25 años;2023;23,39
Hombres;11 Extremadura;Menores de 25 años;2022;22,19
Hombres;11 Extremadura;Menores de 25 años;2021;19,92
Hombres;11 Extremadura;25 y más años;2023;57,09
Hombres;11 Extremadura;25 y más años;2022;56,82
Hombres;11 Extremadura;25 y más años;2021;56,15
Hombres;11 Extremadura;De 16 a 19 años;2023;5,32
Hombres;11 Extremadura;De 16 a 19 años;2022;7,23
Hombres;11 Extremadura;De 16 a 19 años;2021;8,53
Hombres;11 Extremadura;De 20 a 24 años;2023;37,33
Hombres;11 Extremadura;De 20 a 24 años;2022;33,38
Hombres;11 Extremadura;De 20 a 24 años;2021;29,00
Hombres;11 Extremadura;De 25 a 54 años;2023;80,84
Hombres;11 Extremadura;De 25 a 54 años;2022;80,81
Hombres;11 Extremadura;De 25 a 54 años;2021;80,19
Hombres;11 Extremadura;55 y más años;2023;30,07
Hombres;11 Extremadura;55 y más años;2022;28,65
Hombres;11 Extremadura;55 y más años;2021;26,98
Hombres;12 Galicia;Total;2023;52,13
Hombres;12 Galicia;Total;2022;51,25
Hombres;12 Galicia;Total;2021;51,01
Hombres;12 Galicia;Menores de 25 años;2023;24,05
Hombres;12 Galicia;Menores de 25 años;2022;21,76
Hombres;12 Galicia;Menores de 25 años;2021;19,75
Hombres;12 Galicia;25 y más años;2023;55,13
Hombres;12 Galicia;25 y más años;2022;54,36
Hombres;12 Galicia;25 y más años;2021;54,23
Hombres;12 Galicia;De 16 a 19 años;2023;6,13
Hombres;12 Galicia;De 16 a 19 años;2022;6,78
Hombres;12 Galicia;De 16 a 19 años;2021;5,26
Hombres;12 Galicia;De 20 a 24 años;2023;39,05
Hombres;12 Galicia;De 20 a 24 años;2022;34,50
Hombres;12 Galicia;De 20 a 24 años;2021;31,97
Hombres;12 Galicia;De 25 a 54 años;2023;82,08
Hombres;12 Galicia;De 25 a 54 años;2022;81,14
Hombres;12 Galicia;De 25 a 54 años;2021;80,52
Hombres;12 Galicia;55 y más años;2023;26,75
Hombres;12 Galicia;55 y más años;2022;25,48
Hombres;12 Galicia;55 y más años;2021;25,19
Hombres;13 Madrid, Comunidad de;Total;2023;61,84
Hombres;13 Madrid, Comunidad de;Total;2022;61,67
Hombres;13 Madrid, Comunidad de;Total;2021;60,42
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2023;27,50
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2022;26,89
Hombres;13 Madrid, Comunidad de;Menores de 25 años;2021;25,26
Hombres;13 Madrid, Comunidad de;25 y más años;2023;66,73
Hombres;13 Madrid, Comunidad de;25 y más años;2022;66,51
Hombres;13 Madrid, Comunidad de;25 y más años;2021;65,14
Hombres;13 Madrid, Comunidad de;De 16 a 19 años;2023;6,38
Hombres;13 Madrid, Comunidad de;De 16 a 19 años;2022;6,03
Hombres;13 Madrid, Comunidad de;De 16 a 19 años;2021;5,90
Hombres;13 Madrid, Comunidad de;De 20 a 24 años;2023;44,14
Hombres;13 Madrid, Comunidad de;De 20 a 24 años;2022;44,00
Hombres;13 Madrid, Comunidad de;De 20 a 24 años;2021;40,98
Hombres;13 Madrid, Comunidad de;De 25 a 54 años;2023;87,19
Hombres;13 Madrid, Comunidad de;De 25 a 54 años;2022;86,40
Hombres;13 Madrid, Comunidad de;De 25 a 54 años;2021;84,94
Hombres;13 Madrid, Comunidad de;55 y más años;2023;35,78
Hombres;13 Madrid, Comunidad de;55 y más años;2022;35,97
Hombres;13 Madrid, Comunidad de;55 y más años;2021;33,98
Hombres;14 Murcia, Región de;Total;2023;58,74
Hombres;14 Murcia, Región de;Total;2022;58,35
Hombres;14 Murcia, Región de;Total;2021;59,66
Hombres;14 Murcia, Región de;Menores de 25 años;2023;29,90
Hombres;14 Murcia, Región de;Menores de 25 años;2022;27,33
Hombres;14 Murcia, Región de;Menores de 25 años;2021;29,25
Hombres;14 Murcia, Región de;25 y más años;2023;63,41
Hombres;14 Murcia, Región de;25 y más años;2022;63,30
Hombres;14 Murcia, Región de;25 y más años;2021;64,25
Hombres;14 Murcia, Región de;De 16 a 19 años;2023;9,63
Hombres;14 Murcia, Región de;De 16 a 19 años;2022;9,50
Hombres;14 Murcia, Región de;De 16 a 19 años;2021;7,19
Hombres;14 Murcia, Región de;De 20 a 24 años;2023;46,95
Hombres;14 Murcia, Región de;De 20 a 24 años;2022;42,56
Hombres;14 Murcia, Región de;De 20 a 24 años;2021;46,78
Hombres;14 Murcia, Región de;De 25 a 54 años;2023;81,77
Hombres;14 Murcia, Región de;De 25 a 54 años;2022;81,41
Hombres;14 Murcia, Región de;De 25 a 54 años;2021;81,27
Hombres;14 Murcia, Región de;55 y más años;2023;34,90
Hombres;14 Murcia, Región de;55 y más años;2022;34,39
Hombres;14 Murcia, Región de;55 y más años;2021;36,26
Hombres;15 Navarra, Comunidad Foral de;Total;2023;57,55
Hombres;15 Navarra, Comunidad Foral de;Total;2022;57,76
Hombres;15 Navarra, Comunidad Foral de;Total;2021;55,36
Hombres;15 Navarra, Comunidad Foral de;Menores de 25 años;2023;27,49
Hombres;15 Navarra, Comunidad Foral de;Menores de 25 años;2022;29,28
Hombres;15 Navarra, Comunidad Foral de;Menores de 25 años;2021;27,66
Hombres;15 Navarra, Comunidad Foral de;25 y más años;2023;61,89
Hombres;15 Navarra, Comunidad Foral de;25 y más años;2022;61,81
Hombres;15 Navarra, Comunidad Foral de;25 y más años;2021;59,21
Hombres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2023;6,21
Hombres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2022;5,53
Hombres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2021;5,43
Hombres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2023;44,70
Hombres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2022;48,91
Hombres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2021;46,03
Hombres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2023;86,03
Hombres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2022;85,33
Hombres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2021;81,70
Hombres;15 Navarra, Comunidad Foral de;55 y más años;2023;31,50
Hombres;15 Navarra, Comunidad Foral de;55 y más años;2022;31,60
Hombres;15 Navarra, Comunidad Foral de;55 y más años;2021;29,54
Hombres;16 País Vasco;Total;2023;57,03
Hombres;16 País Vasco;Total;2022;56,19
Hombres;16 País Vasco;Total;2021;54,21
Hombres;16 País Vasco;Menores de 25 años;2023;25,74
Hombres;16 País Vasco;Menores de 25 años;2022;28,69
Hombres;16 País Vasco;Menores de 25 años;2021;23,69
Hombres;16 País Vasco;25 y más años;2023;61,12
Hombres;16 País Vasco;25 y más años;2022;59,58
Hombres;16 País Vasco;25 y más años;2021;57,93
Hombres;16 País Vasco;De 16 a 19 años;2023;6,19
Hombres;16 País Vasco;De 16 a 19 años;2022;7,61
Hombres;16 País Vasco;De 16 a 19 años;2021;5,39
Hombres;16 País Vasco;De 20 a 24 años;2023;42,37
Hombres;16 País Vasco;De 20 a 24 años;2022;45,99
Hombres;16 País Vasco;De 20 a 24 años;2021;39,48
Hombres;16 País Vasco;De 25 a 54 años;2023;87,53
Hombres;16 País Vasco;De 25 a 54 años;2022;85,68
Hombres;16 País Vasco;De 25 a 54 años;2021;84,09
Hombres;16 País Vasco;55 y más años;2023;32,38
Hombres;16 País Vasco;55 y más años;2022;30,61
Hombres;16 País Vasco;55 y más años;2021;28,04
Hombres;17 Rioja, La;Total;2023;59,15
Hombres;17 Rioja, La;Total;2022;59,03
Hombres;17 Rioja, La;Total;2021;59,16
Hombres;17 Rioja, La;Menores de 25 años;2023;27,41
Hombres;17 Rioja, La;Menores de 25 años;2022;27,50
Hombres;17 Rioja, La;Menores de 25 años;2021;30,68
Hombres;17 Rioja, La;25 y más años;2023;63,40
Hombres;17 Rioja, La;25 y más años;2022;63,00
Hombres;17 Rioja, La;25 y más años;2021;62,60
Hombres;17 Rioja, La;De 16 a 19 años;2023;8,21
Hombres;17 Rioja, La;De 16 a 19 años;2022;8,98
Hombres;17 Rioja, La;De 16 a 19 años;2021;8,26
Hombres;17 Rioja, La;De 20 a 24 años;2023;44,42
Hombres;17 Rioja, La;De 20 a 24 años;2022;42,79
Hombres;17 Rioja, La;De 20 a 24 años;2021;48,41
Hombres;17 Rioja, La;De 25 a 54 años;2023;87,35
Hombres;17 Rioja, La;De 25 a 54 años;2022;86,55
Hombres;17 Rioja, La;De 25 a 54 años;2021;87,48
Hombres;17 Rioja, La;55 y más años;2023;35,11
Hombres;17 Rioja, La;55 y más años;2022;34,69
Hombres;17 Rioja, La;55 y más años;2021;31,91
Hombres;18 Ceuta;Total;2023;52,29
Hombres;18 Ceuta;Total;2022;53,41
Hombres;18 Ceuta;Total;2021;48,09
Hombres;18 Ceuta;Menores de 25 años;2023;12,58
Hombres;18 Ceuta;Menores de 25 años;2022;33,19
Hombres;18 Ceuta;Menores de 25 años;2021;14,77
Hombres;18 Ceuta;25 y más años;2023;58,89
Hombres;18 Ceuta;25 y más años;2022;57,20
Hombres;18 Ceuta;25 y más años;2021;54,74
Hombres;18 Ceuta;De 16 a 19 años;2023;1,00
Hombres;18 Ceuta;De 16 a 19 años;2022;2,87
Hombres;18 Ceuta;De 16 a 19 años;2021;..
Hombres;18 Ceuta;De 20 a 24 años;2023;33,52
Hombres;18 Ceuta;De 20 a 24 años;2022;46,81
Hombres;18 Ceuta;De 20 a 24 años;2021;22,29
Hombres;18 Ceuta;De 25 a 54 años;2023;69,97
Hombres;18 Ceuta;De 25 a 54 años;2022;67,03
Hombres;18 Ceuta;De 25 a 54 años;2021;65,27
Hombres;18 Ceuta;55 y más años;2023;39,83
Hombres;18 Ceuta;55 y más años;2022;41,82
Hombres;18 Ceuta;55 y más años;2021;40,91
Hombres;19 Melilla;Total;2023;48,33
Hombres;19 Melilla;Total;2022;55,01
Hombres;19 Melilla;Total;2021;56,71
Hombres;19 Melilla;Menores de 25 años;2023;21,38
Hombres;19 Melilla;Menores de 25 años;2022;17,19
Hombres;19 Melilla;Menores de 25 años;2021;20,19
Hombres;19 Melilla;25 y más años;2023;54,65
