Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Hombres;19 Melilla;25 y más años;2022;62,69
Hombres;19 Melilla;25 y más años;2021;63,55
Hombres;19 Melilla;De 16 a 19 años;2023;2,68
Hombres;19 Melilla;De 16 a 19 años;2022;..
Hombres;19 Melilla;De 16 a 19 años;2021;2,37
Hombres;19 Melilla;De 20 a 24 años;2023;28,47
Hombres;19 Melilla;De 20 a 24 años;2022;30,69
Hombres;19 Melilla;De 20 a 24 años;2021;35,85
Hombres;19 Melilla;De 25 a 54 años;2023;69,03
Hombres;19 Melilla;De 25 a 54 años;2022;79,72
Hombres;19 Melilla;De 25 a 54 años;2021;76,48
Hombres;19 Melilla;55 y más años;2023;33,22
Hombres;19 Melilla;55 y más años;2022;32,81
Hombres;19 Melilla;55 y más años;2021;34,67
Mujeres;Total Nacional;Total;2023;46,92
Mujeres;Total Nacional;Total;2022;45,89
Mujeres;Total Nacional;Total;2021;44,75
Mujeres;Total Nacional;Menores de 25 años;2023;25,00
Mujeres;Total Nacional;Menores de 25 años;2022;23,84
Mujeres;Total Nacional;Menores de 25 años;2021;21,51
Mujeres;Total Nacional;25 y más años;2023;49,53
Mujeres;Total Nacional;25 y más años;2022;48,47
Mujeres;Total Nacional;25 y más años;2021;47,43
Mujeres;Total Nacional;De 16 a 19 años;2023;7,39
Mujeres;Total Nacional;De 16 a 19 años;2022;7,19
Mujeres;Total Nacional;De 16 a 19 años;2021;5,79
Mujeres;Total Nacional;De 20 a 24 años;2023;39,11
Mujeres;Total Nacional;De 20 a 24 años;2022;37,43
Mujeres;Total Nacional;De 20 a 24 años;2021;34,28
Mujeres;Total Nacional;De 25 a 54 años;2023;73,41
Mujeres;Total Nacional;De 25 a 54 años;2022;71,79
Mujeres;Total Nacional;De 25 a 54 años;2021;70,05
Mujeres;Total Nacional;55 y más años;2023;22,63
Mujeres;Total Nacional;55 y más años;2022;21,77
Mujeres;Total Nacional;55 y más años;2021;20,87
Mujeres;01 Andalucía;Total;2023;41,04
Mujeres;01 Andalucía;Total;2022;39,48
Mujeres;01 Andalucía;Total;2021;37,94
Mujeres;01 Andalucía;Menores de 25 años;2023;19,97
Mujeres;01 Andalucía;Menores de 25 años;2022;18,89
Mujeres;01 Andalucía;Menores de 25 años;2021;15,82
Mujeres;01 Andalucía;25 y más años;2023;43,72
Mujeres;01 Andalucía;25 y más años;2022;42,07
Mujeres;01 Andalucía;25 y más años;2021;40,70
Mujeres;01 Andalucía;De 16 a 19 años;2023;4,70
Mujeres;01 Andalucía;De 16 a 19 años;2022;4,71
Mujeres;01 Andalucía;De 16 a 19 años;2021;3,47
Mujeres;01 Andalucía;De 20 a 24 años;2023;32,66
Mujeres;01 Andalucía;De 20 a 24 años;2022;30,70
Mujeres;01 Andalucía;De 20 a 24 años;2021;26,09
Mujeres;01 Andalucía;De 25 a 54 años;2023;64,57
Mujeres;01 Andalucía;De 25 a 54 años;2022;62,29
Mujeres;01 Andalucía;De 25 a 54 años;2021;59,69
Mujeres;01 Andalucía;55 y más años;2023;18,80
Mujeres;01 Andalucía;55 y más años;2022;17,29
Mujeres;01 Andalucía;55 y más años;2021;16,72
Mujeres;02 Aragón;Total;2023;48,70
Mujeres;02 Aragón;Total;2022;48,02
Mujeres;02 Aragón;Total;2021;47,49
Mujeres;02 Aragón;Menores de 25 años;2023;22,33
Mujeres;02 Aragón;Menores de 25 años;2022;21,96
Mujeres;02 Aragón;Menores de 25 años;2021;21,44
Mujeres;02 Aragón;25 y más años;2023;51,77
Mujeres;02 Aragón;25 y más años;2022;51,00
Mujeres;02 Aragón;25 y más años;2021;50,38
Mujeres;02 Aragón;De 16 a 19 años;2023;5,83
Mujeres;02 Aragón;De 16 a 19 años;2022;7,04
Mujeres;02 Aragón;De 16 a 19 años;2021;4,22
Mujeres;02 Aragón;De 20 a 24 años;2023;35,90
Mujeres;02 Aragón;De 20 a 24 años;2022;34,50
Mujeres;02 Aragón;De 20 a 24 años;2021;35,57
Mujeres;02 Aragón;De 25 a 54 años;2023;79,40
Mujeres;02 Aragón;De 25 a 54 años;2022;76,80
Mujeres;02 Aragón;De 25 a 54 años;2021;76,16
Mujeres;02 Aragón;55 y más años;2023;23,57
Mujeres;02 Aragón;55 y más años;2022;24,36
Mujeres;02 Aragón;55 y más años;2021;23,03
Mujeres;03 Asturias, Principado de;Total;2023;41,43
Mujeres;03 Asturias, Principado de;Total;2022;39,21
Mujeres;03 Asturias, Principado de;Total;2021;40,09
Mujeres;03 Asturias, Principado de;Menores de 25 años;2023;21,39
Mujeres;03 Asturias, Principado de;Menores de 25 años;2022;18,30
Mujeres;03 Asturias, Principado de;Menores de 25 años;2021;14,71
Mujeres;03 Asturias, Principado de;25 y más años;2023;43,13
Mujeres;03 Asturias, Principado de;25 y más años;2022;40,96
Mujeres;03 Asturias, Principado de;25 y más años;2021;42,08
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2023;4,81
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2022;3,33
Mujeres;03 Asturias, Principado de;De 16 a 19 años;2021;0,96
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2023;35,46
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2022;31,41
Mujeres;03 Asturias, Principado de;De 20 a 24 años;2021;25,64
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2023;71,68
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2022;68,21
Mujeres;03 Asturias, Principado de;De 25 a 54 años;2021;69,38
Mujeres;03 Asturias, Principado de;55 y más años;2023;20,21
Mujeres;03 Asturias, Principado de;55 y más años;2022;18,71
Mujeres;03 Asturias, Principado de;55 y más años;2021;19,23
Mujeres;04 Balears, Illes;Total;2023;53,21
Mujeres;04 Balears, Illes;Total;2022;52,15
Mujeres;04 Balears, Illes;Total;2021;49,53
Mujeres;04 Balears, Illes;Menores de 25 años;2023;31,56
Mujeres;04 Balears, Illes;Menores de 25 años;2022;29,94
Mujeres;04 Balears, Illes;Menores de 25 años;2021;21,71
Mujeres;04 Balears, Illes;25 y más años;2023;55,84
Mujeres;04 Balears, Illes;25 y más años;2022;54,78
Mujeres;04 Balears, Illes;25 y más años;2021;52,78
Mujeres;04 Balears, Illes;De 16 a 19 años;2023;9,56
Mujeres;04 Balears, Illes;De 16 a 19 años;2022;8,38
Mujeres;04 Balears, Illes;De 16 a 19 años;2021;6,29
Mujeres;04 Balears, Illes;De 20 a 24 años;2023;48,34
Mujeres;04 Balears, Illes;De 20 a 24 años;2022;46,64
Mujeres;04 Balears, Illes;De 20 a 24 años;2021;33,75
Mujeres;04 Balears, Illes;De 25 a 54 años;2023;74,96
Mujeres;04 Balears, Illes;De 25 a 54 años;2022;74,65
Mujeres;04 Balears, Illes;De 25 a 54 años;2021;70,43
Mujeres;04 Balears, Illes;55 y más años;2023;28,14
Mujeres;04 Balears, Illes;55 y más años;2022;25,71
Mujeres;04 Balears, Illes;55 y más años;2021;26,38
Mujeres;05 Canarias;Total;2023;45,22
Mujeres;05 Canarias;Total;2022;44,41
Mujeres;05 Canarias;Total;2021;41,43
Mujeres;05 Canarias;Menores de 25 años;2023;22,92
Mujeres;05 Canarias;Menores de 25 años;2022;16,55
Mujeres;05 Canarias;Menores de 25 años;2021;13,94
Mujeres;05 Canarias;25 y más años;2023;47,89
Mujeres;05 Canarias;25 y más años;2022;47,77
Mujeres;05 Canarias;25 y más años;2021;44,74
Mujeres;05 Canarias;De 16 a 19 años;2023;9,90
Mujeres;05 Canarias;De 16 a 19 años;2022;3,87
Mujeres;05 Canarias;De 16 a 19 años;2021;0,48
Mujeres;05 Canarias;De 20 a 24 años;2023;32,52
Mujeres;05 Canarias;De 20 a 24 años;2022;26,21
Mujeres;05 Canarias;De 20 a 24 años;2021;24,07
Mujeres;05 Canarias;De 25 a 54 años;2023;68,29
Mujeres;05 Canarias;De 25 a 54 años;2022;67,37
Mujeres;05 Canarias;De 25 a 54 años;2021;61,66
Mujeres;05 Canarias;55 y más años;2023;21,17
Mujeres;05 Canarias;55 y más años;2022;21,39
Mujeres;05 Canarias;55 y más años;2021;21,13
Mujeres;06 Cantabria;Total;2023;45,69
Mujeres;06 Cantabria;Total;2022;44,05
Mujeres;06 Cantabria;Total;2021;43,99
Mujeres;06 Cantabria;Menores de 25 años;2023;24,55
Mujeres;06 Cantabria;Menores de 25 años;2022;17,97
Mujeres;06 Cantabria;Menores de 25 años;2021;19,19
Mujeres;06 Cantabria;25 y más años;2023;47,84
Mujeres;06 Cantabria;25 y más años;2022;46,74
Mujeres;06 Cantabria;25 y más años;2021;46,35
Mujeres;06 Cantabria;De 16 a 19 años;2023;2,42
Mujeres;06 Cantabria;De 16 a 19 años;2022;2,48
Mujeres;06 Cantabria;De 16 a 19 años;2021;4,23
Mujeres;06 Cantabria;De 20 a 24 años;2023;42,08
Mujeres;06 Cantabria;De 20 a 24 años;2022;31,75
Mujeres;06 Cantabria;De 20 a 24 años;2021;31,20
Mujeres;06 Cantabria;De 25 a 54 años;2023;76,32
Mujeres;06 Cantabria;De 25 a 54 años;2022;72,97
Mujeres;06 Cantabria;De 25 a 54 años;2021;72,64
Mujeres;06 Cantabria;55 y más años;2023;20,89
Mujeres;06 Cantabria;55 y más años;2022;21,36
Mujeres;06 Cantabria;55 y más años;2021;20,20
Mujeres;07 Castilla y León;Total;2023;44,15
Mujeres;07 Castilla y León;Total;2022;44,96
Mujeres;07 Castilla y León;Total;2021;42,36
Mujeres;07 Castilla y León;Menores de 25 años;2023;20,00
Mujeres;07 Castilla y León;Menores de 25 años;2022;21,88
Mujeres;07 Castilla y León;Menores de 25 años;2021;19,36
Mujeres;07 Castilla y León;25 y más años;2023;46,57
Mujeres;07 Castilla y León;25 y más años;2022;47,23
Mujeres;07 Castilla y León;25 y más años;2021;44,59
Mujeres;07 Castilla y León;De 16 a 19 años;2023;6,05
Mujeres;07 Castilla y León;De 16 a 19 años;2022;5,76
Mujeres;07 Castilla y León;De 16 a 19 años;2021;2,95
Mujeres;07 Castilla y León;De 20 a 24 años;2023;31,28
Mujeres;07 Castilla y León;De 20 a 24 años;2022;34,88
Mujeres;07 Castilla y León;De 20 a 24 años;2021;32,40
Mujeres;07 Castilla y León;De 25 a 54 años;2023;74,62
Mujeres;07 Castilla y León;De 25 a 54 años;2022;76,03
Mujeres;07 Castilla y León;De 25 a 54 años;2021;72,49
Mujeres;07 Castilla y León;55 y más años;2023;22,82
Mujeres;07 Castilla y León;55 y más años;2022;22,36
Mujeres;07 Castilla y León;55 y más años;2021;19,81
Mujeres;08 Castilla - La Mancha;Total;2023;43,93
Mujeres;08 Castilla - La Mancha;Total;2022;42,36
Mujeres;08 Castilla - La Mancha;Total;2021;41,52
Mujeres;08 Castilla - La Mancha;Menores de 25 años;2023;22,82
Mujeres;08 Castilla - La Mancha;Menores de 25 años;2022;18,09
Mujeres;08 Castilla - La Mancha;Menores de 25 años;2021;17,81
Mujeres;08 Castilla - La Mancha;25 y más años;2023;46,60
Mujeres;08 Castilla - La Mancha;25 y más años;2022;45,41
Mujeres;08 Castilla - La Mancha;25 y más años;2021;44,42
Mujeres;08 Castilla - La Mancha;De 16 a 19 años;2023;5,47
Mujeres;08 Castilla - La Mancha;De 16 a 19 años;2022;5,58
Mujeres;08 Castilla - La Mancha;De 16 a 19 años;2021;6,25
Mujeres;08 Castilla - La Mancha;De 20 a 24 años;2023;36,94
Mujeres;08 Castilla - La Mancha;De 20 a 24 años;2022;28,33
Mujeres;08 Castilla - La Mancha;De 20 a 24 años;2021;26,70
Mujeres;08 Castilla - La Mancha;De 25 a 54 años;2023;68,51
Mujeres;08 Castilla - La Mancha;De 25 a 54 años;2022;67,17
Mujeres;08 Castilla - La Mancha;De 25 a 54 años;2021;65,48
Mujeres;08 Castilla - La Mancha;55 y más años;2023;21,27
Mujeres;08 Castilla - La Mancha;55 y más años;2022;19,66
Mujeres;08 Castilla - La Mancha;55 y más años;2021;18,77
Mujeres;09 Cataluña;Total;2023;52,04
Mujeres;09 Cataluña;Total;2022;50,85
Mujeres;09 Cataluña;Total;2021;49,91
Mujeres;09 Cataluña;Menores de 25 años;2023;34,41
Mujeres;09 Cataluña;Menores de 25 años;2022;33,13
Mujeres;09 Cataluña;Menores de 25 años;2021;29,99
Mujeres;09 Cataluña;25 y más años;2023;54,29
Mujeres;09 Cataluña;25 y más años;2022;53,04
Mujeres;09 Cataluña;25 y más años;2021;52,30
Mujeres;09 Cataluña;De 16 a 19 años;2023;14,05
Mujeres;09 Cataluña;De 16 a 19 años;2022;13,35
Mujeres;09 Cataluña;De 16 a 19 años;2021;11,04
Mujeres;09 Cataluña;De 20 a 24 años;2023;51,30
Mujeres;09 Cataluña;De 20 a 24 años;2022;49,54
Mujeres;09 Cataluña;De 20 a 24 años;2021;45,49
Mujeres;09 Cataluña;De 25 a 54 años;2023;78,86
Mujeres;09 Cataluña;De 25 a 54 años;2022;77,74
Mujeres;09 Cataluña;De 25 a 54 años;2021;76,66
Mujeres;09 Cataluña;55 y más años;2023;25,04
Mujeres;09 Cataluña;55 y más años;2022;23,36
Mujeres;09 Cataluña;55 y más años;2021;22,37
Mujeres;10 Comunitat Valenciana;Total;2023;46,32
Mujeres;10 Comunitat Valenciana;Total;2022;45,36
Mujeres;10 Comunitat Valenciana;Total;2021;43,15
Mujeres;10 Comunitat Valenciana;Menores de 25 años;2023;25,35
Mujeres;10 Comunitat Valenciana;Menores de 25 años;2022;25,91
Mujeres;10 Comunitat Valenciana;Menores de 25 años;2021;21,58
Mujeres;10 Comunitat Valenciana;25 y más años;2023;48,89
Mujeres;10 Comunitat Valenciana;25 y más años;2022;47,64
Mujeres;10 Comunitat Valenciana;25 y más años;2021;45,66
Mujeres;10 Comunitat Valenciana;De 16 a 19 años;2023;6,31
Mujeres;10 Comunitat Valenciana;De 16 a 19 años;2022;7,85
Mujeres;10 Comunitat Valenciana;De 16 a 19 años;2021;6,10
Mujeres;10 Comunitat Valenciana;De 20 a 24 años;2023;41,47
Mujeres;10 Comunitat Valenciana;De 20 a 24 años;2022;40,61
Mujeres;10 Comunitat Valenciana;De 20 a 24 años;2021;34,44
Mujeres;10 Comunitat Valenciana;De 25 a 54 años;2023;72,72
Mujeres;10 Comunitat Valenciana;De 25 a 54 años;2022;70,05
Mujeres;10 Comunitat Valenciana;De 25 a 54 años;2021;67,73
Mujeres;10 Comunitat Valenciana;55 y más años;2023;22,27
Mujeres;10 Comunitat Valenciana;55 y más años;2022;22,35
Mujeres;10 Comunitat Valenciana;55 y más años;2021;20,19
Mujeres;11 Extremadura;Total;2023;39,86
Mujeres;11 Extremadura;Total;2022;39,21
Mujeres;11 Extremadura;Total;2021;36,99
Mujeres;11 Extremadura;Menores de 25 años;2023;14,84
Mujeres;11 Extremadura;Menores de 25 años;2022;15,89
Mujeres;11 Extremadura;Menores de 25 años;2021;13,52
Mujeres;11 Extremadura;25 y más años;2023;42,76
Mujeres;11 Extremadura;25 y más años;2022;42,01
Mujeres;11 Extremadura;25 y más años;2021;39,73
Mujeres;11 Extremadura;De 16 a 19 años;2023;3,39
Mujeres;11 Extremadura;De 16 a 19 años;2022;2,83
Mujeres;11 Extremadura;De 16 a 19 años;2021;2,66
Mujeres;11 Extremadura;De 20 a 24 años;2023;23,71
Mujeres;11 Extremadura;De 20 a 24 años;2022;26,91
Mujeres;11 Extremadura;De 20 a 24 años;2021;21,96
Mujeres;11 Extremadura;De 25 a 54 años;2023;67,11
Mujeres;11 Extremadura;De 25 a 54 años;2022;65,72
Mujeres;11 Extremadura;De 25 a 54 años;2021;62,18
Mujeres;11 Extremadura;55 y más años;2023;18,38
Mujeres;11 Extremadura;55 y más años;2022;17,55
Mujeres;11 Extremadura;55 y más años;2021;15,88
Mujeres;12 Galicia;Total;2023;44,27
Mujeres;12 Galicia;Total;2022;43,32
Mujeres;12 Galicia;Total;2021;42,08
Mujeres;12 Galicia;Menores de 25 años;2023;20,12
Mujeres;12 Galicia;Menores de 25 años;2022;15,65
Mujeres;12 Galicia;Menores de 25 años;2021;13,65
Mujeres;12 Galicia;25 y más años;2023;46,46
Mujeres;12 Galicia;25 y más años;2022;45,75
Mujeres;12 Galicia;25 y más años;2021;44,57
Mujeres;12 Galicia;De 16 a 19 años;2023;3,87
Mujeres;12 Galicia;De 16 a 19 años;2022;3,24
Mujeres;12 Galicia;De 16 a 19 años;2021;2,03
Mujeres;12 Galicia;De 20 a 24 años;2023;33,46
Mujeres;12 Galicia;De 20 a 24 años;2022;25,64
Mujeres;12 Galicia;De 20 a 24 años;2021;23,18
Mujeres;12 Galicia;De 25 a 54 años;2023;75,86
Mujeres;12 Galicia;De 25 a 54 años;2022;75,00
Mujeres;12 Galicia;De 25 a 54 años;2021;72,08
Mujeres;12 Galicia;55 y más años;2023;20,65
Mujeres;12 Galicia;55 y más años;2022;19,55
Mujeres;12 Galicia;55 y más años;2021;19,33
Mujeres;13 Madrid, Comunidad de;Total;2023;52,52
Mujeres;13 Madrid, Comunidad de;Total;2022;51,53
Mujeres;13 Madrid, Comunidad de;Total;2021;52,15
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2023;27,30
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2022;27,96
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2021;28,54
Mujeres;13 Madrid, Comunidad de;25 y más años;2023;55,52
Mujeres;13 Madrid, Comunidad de;25 y más años;2022;54,35
Mujeres;13 Madrid, Comunidad de;25 y más años;2021;54,89
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2023;6,52
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2022;7,56
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2021;7,73
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2023;42,11
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2022;44,24
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2021;45,06
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2023;78,53
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2022;76,71
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2021;77,74
Mujeres;13 Madrid, Comunidad de;55 y más años;2023;26,35
Mujeres;13 Madrid, Comunidad de;55 y más años;2022;25,69
Mujeres;13 Madrid, Comunidad de;55 y más años;2021;24,97
Mujeres;14 Murcia, Región de;Total;2023;45,59
Mujeres;14 Murcia, Región de;Total;2022;45,28
Mujeres;14 Murcia, Región de;Total;2021;43,91
Mujeres;14 Murcia, Región de;Menores de 25 años;2023;20,72
Mujeres;14 Murcia, Región de;Menores de 25 años;2022;23,29
Mujeres;14 Murcia, Región de;Menores de 25 años;2021;20,04
Mujeres;14 Murcia, Región de;25 y más años;2023;49,12
Mujeres;14 Murcia, Región de;25 y más años;2022;48,31
Mujeres;14 Murcia, Región de;25 y más años;2021;47,24
Mujeres;14 Murcia, Región de;De 16 a 19 años;2023;5,68
Mujeres;14 Murcia, Región de;De 16 a 19 años;2022;7,29
Mujeres;14 Murcia, Región de;De 16 a 19 años;2021;6,38
Mujeres;14 Murcia, Región de;De 20 a 24 años;2023;33,22
Mujeres;14 Murcia, Región de;De 20 a 24 años;2022;36,09
Mujeres;14 Murcia, Región de;De 20 a 24 años;2021;31,64
Mujeres;14 Murcia, Región de;De 25 a 54 años;2023;68,90
Mujeres;14 Murcia, Región de;De 25 a 54 años;2022;67,29
Mujeres;14 Murcia, Región de;De 25 a 54 años;2021;66,11
Mujeres;14 Murcia, Región de;55 y más años;2023;23,18
Mujeres;14 Murcia, Región de;55 y más años;2022;22,81
Mujeres;14 Murcia, Región de;55 y más años;2021;21,22
Mujeres;15 Navarra, Comunidad Foral de;Total;2023;49,03
Mujeres;15 Navarra, Comunidad Foral de;Total;2022;49,05
Mujeres;15 Navarra, Comunidad Foral de;Total;2021;49,46
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2023;22,96
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2022;24,14
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2021;25,31
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2023;52,42
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2022;52,29
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2021;52,44
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2023;9,54
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2022;6,04
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2021;4,17
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2023;33,27
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2022;38,93
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2021;41,07
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2023;76,69
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2022;76,42
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2021;76,88
Mujeres;15 Navarra, Comunidad Foral de;55 y más años;2023;25,54
Mujeres;15 Navarra, Comunidad Foral de;55 y más años;2022;25,10
Mujeres;15 Navarra, Comunidad Foral de;55 y más años;2021;24,25
Mujeres;16 País Vasco;Total;2023;48,28
Mujeres;16 País Vasco;Total;2022;47,42
Mujeres;16 País Vasco;Total;2021;47,12
Mujeres;16 País Vasco;Menores de 25 años;2023;24,85
Mujeres;16 País Vasco;Menores de 25 años;2022;21,67
Mujeres;16 País Vasco;Menores de 25 años;2021;21,94
Mujeres;16 País Vasco;25 y más años;2023;50,82
Mujeres;16 País Vasco;25 y más años;2022;50,10
Mujeres;16 País Vasco;25 y más años;2021;49,74
Mujeres;16 País Vasco;De 16 a 19 años;2023;6,70
Mujeres;16 País Vasco;De 16 a 19 años;2022;7,50
Mujeres;16 País Vasco;De 16 a 19 años;2021;6,12
Mujeres;16 País Vasco;De 20 a 24 años;2023;39,25
Mujeres;16 País Vasco;De 20 a 24 años;2022;33,04
Mujeres;16 País Vasco;De 20 a 24 años;2021;35,31
Mujeres;16 País Vasco;De 25 a 54 años;2023;81,31
Mujeres;16 País Vasco;De 25 a 54 años;2022;79,44
Mujeres;16 País Vasco;De 25 a 54 años;2021;77,60
Mujeres;16 País Vasco;55 y más años;2023;22,83
Mujeres;16 País Vasco;55 y más años;2022;22,76
Mujeres;16 País Vasco;55 y más años;2021;23,16
Mujeres;17 Rioja, La;Total;2023;48,83
Mujeres;17 Rioja, La;Total;2022;49,48
Mujeres;17 Rioja, La;Total;2021;47,20
Mujeres;17 Rioja, La;Menores de 25 años;2023;21,51
Mujeres;17 Rioja, La;Menores de 25 años;2022;22,84
Mujeres;17 Rioja, La;Menores de 25 años;2021;19,31
Mujeres;17 Rioja, La;25 y más años;2023;52,08
Mujeres;17 Rioja, La;25 y más años;2022;52,51
Mujeres;17 Rioja, La;25 y más años;2021;50,46
Mujeres;17 Rioja, La;De 16 a 19 años;2023;11,89
Mujeres;17 Rioja, La;De 16 a 19 años;2022;7,17
Mujeres;17 Rioja, La;De 16 a 19 años;2021;4,68
Mujeres;17 Rioja, La;De 20 a 24 años;2023;29,67
Mujeres;17 Rioja, La;De 20 a 24 años;2022;35,66
Mujeres;17 Rioja, La;De 20 a 24 años;2021;32,00
Mujeres;17 Rioja, La;De 25 a 54 años;2023;78,32
Mujeres;17 Rioja, La;De 25 a 54 años;2022;80,07
Mujeres;17 Rioja, La;De 25 a 54 años;2021;76,14
Mujeres;17 Rioja, La;55 y más años;2023;24,81
Mujeres;17 Rioja, La;55 y más años;2022;23,28
Mujeres;17 Rioja, La;55 y más años;2021;22,55
Mujeres;18 Ceuta;Total;2023;37,29
Mujeres;18 Ceuta;Total;2022;35,02
Mujeres;18 Ceuta;Total;2021;34,12
Mujeres;18 Ceuta;Menores de 25 años;2023;18,70
Mujeres;18 Ceuta;Menores de 25 años;2022;12,72
Mujeres;18 Ceuta;Menores de 25 años;2021;10,05
Mujeres;18 Ceuta;25 y más años;2023;40,88
Mujeres;18 Ceuta;25 y más años;2022;39,31
Mujeres;18 Ceuta;25 y más años;2021;38,72
Mujeres;18 Ceuta;De 16 a 19 años;2023;2,17
Mujeres;18 Ceuta;De 16 a 19 años;2022;3,54
Mujeres;18 Ceuta;De 16 a 19 años;2021;3,58
Mujeres;18 Ceuta;De 20 a 24 años;2023;32,64
Mujeres;18 Ceuta;De 20 a 24 años;2022;26,74
Mujeres;18 Ceuta;De 20 a 24 años;2021;16,79
Mujeres;18 Ceuta;De 25 a 54 años;2023;48,88
Mujeres;18 Ceuta;De 25 a 54 años;2022;44,78
Mujeres;18 Ceuta;De 25 a 54 años;2021;45,36
Mujeres;18 Ceuta;55 y más años;2023;27,75
Mujeres;18 Ceuta;55 y más años;2022;31,73
Mujeres;18 Ceuta;55 y más años;2021;30,41
Mujeres;19 Melilla;Total;2023;39,53
Mujeres;19 Melilla;Total;2022;41,93
Mujeres;19 Melilla;Total;2021;44,64
Mujeres;19 Melilla;Menores de 25 años;2023;21,09
Mujeres;19 Melilla;Menores de 25 años;2022;17,77
Mujeres;19 Melilla;Menores de 25 años;2021;12,62
Mujeres;19 Melilla;25 y más años;2023;42,82
Mujeres;19 Melilla;25 y más años;2022;46,27
Mujeres;19 Melilla;25 y más años;2021;50,47
Mujeres;19 Melilla;De 16 a 19 años;2023;2,10
Mujeres;19 Melilla;De 16 a 19 años;2022;..
Mujeres;19 Melilla;De 16 a 19 años;2021;..
Mujeres;19 Melilla;De 20 a 24 años;2023;32,83
Mujeres;19 Melilla;De 20 a 24 años;2022;29,34
Mujeres;19 Melilla;De 20 a 24 años;2021;24,75
Mujeres;19 Melilla;De 25 a 54 años;2023;56,90
Mujeres;19 Melilla;De 25 a 54 años;2022;53,32
Mujeres;19 Melilla;De 25 a 54 años;2021;59,01
Mujeres;19 Melilla;55 y más años;2023;22,38
Mujeres;19 Melilla;55 y más años;2022;33,69
Mujeres;19 Melilla;55 y más años;2021;31,99
